Metabolite,RT,MZ,Intensity
15.06_161.0821m/z,15.06,161.0821,47.59116022
15.06_169.0508m/z,15.06,169.0508,125.8480663
15.06_173.0821m/z,15.06,173.0821,867.7099448
15.06_196.0620m/z,15.06,196.062,108.8895028
15.06_198.0776m/z,15.06,198.0776,1342.508287
15.06_225.0889m/z,15.06,225.0889,359.6104972
15.06_533.3845m/z,15.06,533.3845,3108.008287
15.06_589.4469m/z,15.06,589.4469,8937.497238
15.06_609.4733m/z,15.06,609.4733,3098.69337
15.06_92.0239m/z,15.06,92.0239,114.4171271
15.06_136.0503m/z,15.06,136.0503,131.058011
15.06_163.0612m/z,15.06,163.0612,272.2955801
15.06_187.0727m/z,15.06,187.0727,32.85359116
15.06_210.0777m/z,15.06,210.0777,826.9972376
15.06_213.0885m/z,15.06,213.0885,379.8756906
15.06_237.0889m/z,15.06,237.0889,553.1243094
15.06_411.3479m/z,15.06,411.3479,39768.35083
15.06_447.3480m/z,15.06,447.348,408237.6298
15.06_491.3742m/z,15.06,491.3742,16491.20718
15.06_537.4156m/z,15.06,537.4156,16344.03315
15.07_155.8644m/z,15.07,155.8644,1676.406077
15.07_156.0300m/z,15.07,156.03,52.71546961
15.07_377.2363m/z,15.07,377.2363,21827.58287
15.07_457.2581m/z,15.07,457.2581,2297.259669
15.07_475.3557m/z,15.07,475.3557,3990.961326
15.07_517.3892m/z,15.07,517.3892,16754.90055
15.07_280.6213m/z,15.07,280.6213,4282.348066
15.07_281.1230m/z,15.07,281.123,3024.251381
15.07_281.8829m/z,15.07,281.8829,1769.005525
15.07_339.2066m/z,15.07,339.2066,78747.30387
15.07_425.2579m/z,15.07,425.2579,462444.6464
15.07_489.3581m/z,15.07,489.3581,12725.22928
15.07_521.4208m/z,15.07,521.4208,6910.207182
15.07_565.4470m/z,15.07,565.447,22521.62431
15.08_281.2361m/z,15.08,281.2361,2136.491713
15.08_351.2210m/z,15.08,351.221,1272827.964
15.08_383.1778m/z,15.08,383.1778,81.05248619
15.08_439.3791m/z,15.08,439.3791,23728.38398
15.08_539.4313m/z,15.08,539.4313,518687.8757
15.08_613.5227m/z,15.08,613.5227,49119.44751
15.08_153.8674m/z,15.08,153.8674,3311.491713
15.08_281.1986m/z,15.08,281.1986,8201.765193
15.08_281.2989m/z,15.08,281.2989,8395.875691
15.08_283.2541m/z,15.08,283.2541,157825.0193
15.08_317.2251m/z,15.08,317.2251,165870.1464
15.08_319.2221m/z,15.08,319.2221,53081.62707
15.08_327.2542m/z,15.08,327.2542,29959.89779
15.08_381.1738m/z,15.08,381.1738,52882.62431
15.08_400.1477m/z,15.08,400.1477,14792.90884
15.08_423.3479m/z,15.08,423.3479,20813.32597
15.08_442.0902m/z,15.08,442.0902,4194.599448
15.08_444.0870m/z,15.08,444.087,4197.604972
15.08_561.4133m/z,15.08,561.4133,17056.98343
15.08_563.5039m/z,15.08,563.5039,827186.3812
15.08_585.4858m/z,15.08,585.4858,226232.6215
15.08_615.5183m/z,15.08,615.5183,159181.7265
15.08_685.5621m/z,15.08,685.5621,46309.20718
15.08_727.6095m/z,15.08,727.6095,26637.51105
15.08_107.0237m/z,15.08,107.0237,97.17127072
15.08_118.9169m/z,15.08,118.9169,1960.505525
15.08_133.0587m/z,15.08,133.0587,14.88950276
15.08_147.0663m/z,15.08,147.0663,1084.281768
15.08_148.0504m/z,15.08,148.0504,991.1712707
15.08_150.0660m/z,15.08,150.066,62.34254144
15.08_159.0664m/z,15.08,159.0664,702.801105
15.08_161.0821m/z,15.08,161.0821,125.8066298
15.08_175.0613m/z,15.08,175.0613,137.1712707
15.08_186.0774m/z,15.08,186.0774,842.3977901
15.08_195.8100m/z,15.08,195.81,1500.433702
15.08_197.8071m/z,15.08,197.8071,2026.378453
15.08_200.0932m/z,15.08,200.0932,463.2624309
15.08_225.0888m/z,15.08,225.0888,590.8812155
15.08_239.1045m/z,15.08,239.1045,161.5801105
15.08_369.2397m/z,15.08,369.2397,99966.75414
15.08_613.4447m/z,15.08,613.4447,1709.491713
15.08_703.5370m/z,15.08,703.537,3129.127072
15.09_94.9793m/z,15.09,94.9793,4053.560773
15.09_199.8042m/z,15.09,199.8042,317.3480663
15.09_469.2837m/z,15.09,469.2837,187983.6188
15.09_513.3097m/z,15.09,513.3097,77656.74033
15.09_107.0366m/z,15.09,107.0366,3.79558011
15.09_439.2840m/z,15.09,439.284,30446.29834
15.10_119.0350m/z,15.1,119.035,21.67127072
15.10_141.0193m/z,15.1,141.0193,28.13535912
15.10_511.4000m/z,15.1,511.4,138454.8702
15.10_155.0350m/z,15.1,155.035,141.6187845
15.10_163.0613m/z,15.1,163.0613,463.2099448
15.10_169.0508m/z,15.1,169.0508,237.679558
15.10_189.0771m/z,15.1,189.0771,89.80662983
15.10_445.3320m/z,15.1,445.332,2678.803867
15.10_449.3641m/z,15.1,449.3641,56175.10497
15.10_457.2577m/z,15.1,457.2577,7327.035912
15.11_132.8990m/z,15.11,132.899,653.9447514
15.11_144.0554m/z,15.11,144.0554,258.1077348
15.11_156.0554m/z,15.11,156.0554,71.21546961
15.11_613.4449m/z,15.11,613.4449,2165.530387
15.12_149.9932m/z,15.12,149.9932,730.8370166
15.12_517.3893m/z,15.12,517.3893,26004.83149
15.12_817.5364m/z,15.12,817.5364,371606.6022
15.12_467.3740m/z,15.12,467.374,71033.9337
15.12_490.3607m/z,15.12,490.3607,207.218232
15.12_90.0082m/z,15.12,90.0082,93.06077348
15.12_92.0239m/z,15.12,92.0239,348.1546961
15.12_130.0272m/z,15.12,130.0272,7.201657459
15.12_267.2328m/z,15.12,267.2328,9778.30663
15.12_491.3587m/z,15.12,491.3587,2794.883978
15.13_439.2827m/z,15.13,439.2827,1225.596685
15.13_473.3489m/z,15.13,473.3489,31833.67956
15.13_591.4625m/z,15.13,591.4625,383131.5331
15.13_828.5755m/z,15.13,828.5755,136012.442
15.13_195.8102m/z,15.13,195.8102,250.1519337
15.13_411.3479m/z,15.13,411.3479,9296.519337
15.13_509.3247m/z,15.13,509.3247,265.218232
15.14_127.0000m/z,15.14,127,9664.58011
15.14_141.0156m/z,15.14,141.0156,15984.32044
15.14_211.0731m/z,15.14,211.0731,76.47237569
15.14_323.2204m/z,15.14,323.2204,9656.198895
15.14_337.2360m/z,15.14,337.236,8434.01105
15.14_369.3372m/z,15.14,369.3372,5147.110497
15.14_738.5377m/z,15.14,738.5377,40306.68508
15.14_747.5660m/z,15.14,747.566,32195.60773
15.14_776.5444m/z,15.14,776.5444,6018.624309
15.14_840.5758m/z,15.14,840.5758,15294.21271
15.14_144.0555m/z,15.14,144.0555,598.6132597
15.14_169.0508m/z,15.14,169.0508,269.4281768
15.14_210.0777m/z,15.14,210.0777,205.5110497
15.14_253.2170m/z,15.14,253.217,7277.732044
15.14_279.2330m/z,15.14,279.233,4756.966851
15.14_396.2179m/z,15.14,396.2179,19555.1326
15.14_449.3123m/z,15.14,449.3123,14054.56354
15.15_269.2484m/z,15.15,269.2484,5918.472376
15.15_515.3733m/z,15.15,515.3733,2411.834254
15.15_842.5498m/z,15.15,842.5498,112582.9392
15.15_128.0340m/z,15.15,128.034,2256.71547
15.15_165.0181m/z,15.15,165.0181,1994.812155
15.15_817.5774m/z,15.15,817.5774,14881.82597
15.16_94.9793m/z,15.16,94.9793,1115.607735
15.16_109.0394m/z,15.16,109.0394,1497.392265
15.16_136.0503m/z,15.16,136.0503,104.6298343
15.16_153.8674m/z,15.16,153.8674,611.0082873
15.16_155.8644m/z,15.16,155.8644,152.859116
15.16_163.0613m/z,15.16,163.0613,725.8287293
15.16_237.0890m/z,15.16,237.089,350.1243094
15.16_685.5625m/z,15.16,685.5625,15949.98895
15.16_766.5134m/z,15.16,766.5134,10645.74033
15.16_119.0350m/z,15.16,119.035,31.44198895
15.16_149.9932m/z,15.16,149.9932,718.0220994
15.16_439.2841m/z,15.16,439.2841,3931.237569
15.16_465.3582m/z,15.16,465.3582,15089.57735
15.17_340.2028m/z,15.17,340.2028,26128.35635
15.17_357.2799m/z,15.17,357.2799,4650.941989
15.17_493.3897m/z,15.17,493.3897,63124.52486
15.17_281.1983m/z,15.17,281.1983,532.1298343
15.17_423.3480m/z,15.17,423.348,36552.87293
15.17_281.2360m/z,15.17,281.236,157.6077348
15.17_451.3697m/z,15.17,451.3697,239.5110497
15.17_537.4159m/z,15.17,537.4159,10226.78177
15.17_565.4469m/z,15.17,565.4469,2857.856354
15.18_92.0239m/z,15.18,92.0239,526.7292818
15.18_93.0079m/z,15.18,93.0079,39.31491713
15.18_119.0350m/z,15.18,119.035,25.54696133
15.18_133.0587m/z,15.18,133.0587,69.29005525
15.18_136.0503m/z,15.18,136.0503,236.9226519
15.18_161.0822m/z,15.18,161.0822,135.2541436
15.18_169.0509m/z,15.18,169.0509,171.4254144
15.18_186.0775m/z,15.18,186.0775,1573.660221
15.18_196.0621m/z,15.18,196.0621,118.0635359
15.18_200.0934m/z,15.18,200.0934,205.9502762
15.18_210.0779m/z,15.18,210.0779,402.5635359
15.18_134.0347m/z,15.18,134.0347,500.7430939
15.18_173.0822m/z,15.18,173.0822,885.4668508
15.18_225.0888m/z,15.18,225.0888,734.7845304
15.18_237.0891m/z,15.18,237.0891,281.7099448
15.18_327.2541m/z,15.18,327.2541,10689.27901
15.18_585.4860m/z,15.18,585.486,19912.24862
15.18_615.5183m/z,15.18,615.5183,32455.21547
15.19_83.0235m/z,15.19,83.0235,3725.530387
15.19_92.9265m/z,15.19,92.9265,1329.966851
15.19_100.9254m/z,15.19,100.9254,15.91712707
15.19_106.0368m/z,15.19,106.0368,8.187845304
15.19_115.0023m/z,15.19,115.0023,509.8287293
15.19_120.0554m/z,15.19,120.0554,10216.33702
15.19_122.0347m/z,15.19,122.0347,420.5607735
15.19_146.0540m/z,15.19,146.054,81.63812155
15.19_148.0504m/z,15.19,148.0504,794.9668508
15.19_156.0556m/z,15.19,156.0556,141.5276243
15.19_157.0507m/z,15.19,157.0507,23912.59392
15.19_171.0664m/z,15.19,171.0664,5021.353591
15.19_198.0777m/z,15.19,198.0777,914.3453039
15.19_213.0886m/z,15.19,213.0886,2372.585635
15.19_283.2546m/z,15.19,283.2546,29331.67403
15.19_342.2076m/z,15.19,342.2076,148.3425414
15.19_411.3479m/z,15.19,411.3479,10402.38398
15.20_153.8674m/z,15.2,153.8674,495.3812155
15.20_239.1048m/z,15.2,239.1048,100.660221
15.20_353.2006m/z,15.2,353.2006,1892.900552
15.20_505.3744m/z,15.2,505.3744,2368.668508
15.20_521.4213m/z,15.2,521.4213,4885.323204
15.20_309.1742m/z,15.2,309.1742,120349.4448
15.20_323.2202m/z,15.2,323.2202,1524.939227
15.20_519.4053m/z,15.2,519.4053,76360.92818
15.21_141.0193m/z,15.21,141.0193,202.7016575
15.21_147.0300m/z,15.21,147.03,23.10497238
15.21_155.0351m/z,15.21,155.0351,127.2983425
15.21_168.0304m/z,15.21,168.0304,281.8618785
15.21_170.0461m/z,15.21,170.0461,62.33977901
15.21_509.3847m/z,15.21,509.3847,3921.41989
15.21_473.3633m/z,15.21,473.3633,108496.7624
15.21_298.0697m/z,15.21,298.0697,1017.201657
15.21_539.4314m/z,15.21,539.4314,243649.674
15.22_565.4465m/z,15.22,565.4465,3362.372928
15.22_136.0502m/z,15.22,136.0502,85.15745856
15.22_155.8644m/z,15.22,155.8644,236.6491713
15.22_182.0461m/z,15.22,182.0461,63.12983425
15.22_323.2201m/z,15.22,323.2201,1465.176796
15.22_345.2378m/z,15.22,345.2378,393.9088398
15.22_375.2516m/z,15.22,375.2516,6974.383978
15.22_389.2674m/z,15.22,389.2674,5319.803867
15.23_253.2171m/z,15.23,253.2171,19431.41989
15.23_309.2707m/z,15.23,309.2707,4929.649171
15.23_343.2408m/z,15.23,343.2408,2409.48895
15.23_349.2748m/z,15.23,349.2748,1219.359116
15.23_365.2229m/z,15.23,365.2229,2703.944751
15.23_170.0461m/z,15.23,170.0461,94.01933702
15.24_439.2840m/z,15.24,439.284,2046.118785
15.24_762.4255m/z,15.24,762.4255,2159.417127
15.24_124.0502m/z,15.24,124.0502,342.9171271
15.24_153.8674m/z,15.24,153.8674,404.2127072
15.24_327.2904m/z,15.24,327.2904,23785.82044
15.24_435.3479m/z,15.24,435.3479,4389.906077
15.24_517.3895m/z,15.24,517.3895,24007.39779
15.25_144.0555m/z,15.25,144.0555,338.0939227
15.25_146.0712m/z,15.25,146.0712,69.13535912
15.25_156.0555m/z,15.25,156.0555,116.7265193
15.25_173.0821m/z,15.25,173.0821,350.2430939
15.25_185.0821m/z,15.25,185.0821,138.3370166
15.25_333.2629m/z,15.25,333.2629,4001.552486
15.25_521.4209m/z,15.25,521.4209,13022.69613
15.25_742.5374m/z,15.25,742.5374,4319.994475
15.25_747.5661m/z,15.25,747.5661,37159.81492
15.25_776.5447m/z,15.25,776.5447,8255.530387
15.25_120.0190m/z,15.25,120.019,32.49723757
15.26_94.9793m/z,15.26,94.9793,2769.441989
15.26_128.0340m/z,15.26,128.034,2236.475138
15.26_227.2010m/z,15.26,227.201,5268.831492
15.26_395.2470m/z,15.26,395.247,683100.0856
15.26_149.9932m/z,15.26,149.9932,1456.803867
15.26_467.3741m/z,15.26,467.3741,3821.458564
15.26_748.5310m/z,15.26,748.531,28780.04972
15.27_92.0239m/z,15.27,92.0239,389.2624309
15.27_134.0347m/z,15.27,134.0347,785.8314917
15.27_163.0613m/z,15.27,163.0613,996.4254144
15.27_208.0621m/z,15.27,208.0621,57.89779006
15.27_237.0889m/z,15.27,237.0889,306.339779
15.27_327.2541m/z,15.27,327.2541,11505.32597
15.27_353.2004m/z,15.27,353.2004,12161.44199
15.27_107.0366m/z,15.27,107.0366,23.08839779
15.27_121.0282m/z,15.27,121.0282,1263.165746
15.27_439.2842m/z,15.27,439.2842,886.0856354
15.27_565.4469m/z,15.27,565.4469,10259.6326
15.27_802.5609m/z,15.27,802.5609,2459419.608
15.27_92.9265m/z,15.27,92.9265,507.9917127
15.27_440.2782m/z,15.27,440.2782,3204.292818
15.28_136.0503m/z,15.28,136.0503,163.0662983
15.28_153.8674m/z,15.28,153.8674,336.2071823
15.28_169.0508m/z,15.28,169.0508,290.1740331
15.28_211.0731m/z,15.28,211.0731,136.6767956
15.28_279.2329m/z,15.28,279.2329,7542.748619
15.28_491.3739m/z,15.28,491.3739,20105.20718
15.28_557.3360m/z,15.28,557.336,23351.20166
15.28_131.0350m/z,15.28,131.035,60770.60773
15.28_171.0664m/z,15.28,171.0664,17542.17403
15.28_173.0821m/z,15.28,173.0821,650.038674
15.28_210.0778m/z,15.28,210.0778,431.9640884
15.28_297.2434m/z,15.28,297.2434,5680.709945
15.28_411.3480m/z,15.28,411.348,15516.71271
15.28_601.3621m/z,15.28,601.3621,1430.256906
15.29_124.0503m/z,15.29,124.0503,166.1132597
15.29_148.0503m/z,15.29,148.0503,937.7265193
15.29_161.0821m/z,15.29,161.0821,160.5110497
15.29_198.0776m/z,15.29,198.0776,920.7071823
15.29_200.0933m/z,15.29,200.0933,242.5635359
15.29_225.0888m/z,15.29,225.0888,896.9558011
15.29_149.9933m/z,15.29,149.9933,1643.751381
15.29_196.0618m/z,15.29,196.0618,171.4530387
15.29_337.2361m/z,15.29,337.2361,17149.44475
15.30_146.0710m/z,15.3,146.071,138.2044199
15.30_252.1001m/z,15.3,252.1001,149.5220994
15.30_269.2486m/z,15.3,269.2486,279027.1464
15.30_439.2733m/z,15.3,439.2733,324665.2127
15.30_461.2828m/z,15.3,461.2828,4535.287293
15.30_91.0286m/z,15.3,91.0286,354.8922652
15.30_107.0366m/z,15.3,107.0366,30.83977901
15.30_120.0190m/z,15.3,120.019,57.75966851
15.30_155.0351m/z,15.3,155.0351,216.7403315
15.30_208.0620m/z,15.3,208.062,305.2707182
15.31_93.0079m/z,15.31,93.0079,21.6160221
15.31_465.3583m/z,15.31,465.3583,14474.24309
15.31_351.2516m/z,15.31,351.2516,3963.171271
15.31_517.3895m/z,15.31,517.3895,21712.05801
15.31_535.4004m/z,15.31,535.4004,21412.87293
15.32_89.0130m/z,15.32,89.013,55.09392265
15.32_333.2630m/z,15.32,333.263,6724.38674
15.32_601.3622m/z,15.32,601.3622,801.8895028
15.32_495.3963m/z,15.32,495.3963,1602.60221
15.32_545.4210m/z,15.32,545.421,8065.980663
15.32_491.3594m/z,15.32,491.3594,7175.535912
15.33_449.3637m/z,15.33,449.3637,205981.4061
15.33_485.3401m/z,15.33,485.3401,1397.776243
15.33_156.0554m/z,15.33,156.0554,77.51381215
15.33_169.0508m/z,15.33,169.0508,181.7209945
15.33_210.0779m/z,15.33,210.0779,188.5220994
15.33_237.0890m/z,15.33,237.089,213.8646409
15.33_252.1003m/z,15.33,252.1003,127.621547
15.33_423.3481m/z,15.33,423.3481,5321.853591
15.34_124.0503m/z,15.34,124.0503,156.4640884
15.34_144.0554m/z,15.34,144.0554,240.7569061
15.34_395.3892m/z,15.34,395.3892,16573.10773
15.34_776.5452m/z,15.34,776.5452,1437.309392
15.34_90.0262m/z,15.34,90.0262,817.1712707
15.35_115.0289m/z,15.35,115.0289,44.62430939
15.35_141.0193m/z,15.35,141.0193,692.5359116
15.35_333.2631m/z,15.35,333.2631,8378.834254
15.35_613.5041m/z,15.35,613.5041,1440.801105
15.35_840.5761m/z,15.35,840.5761,41166.78729
15.36_89.0130m/z,15.36,89.013,34.9640884
15.36_128.0340m/z,15.36,128.034,2190.696133
15.36_279.2328m/z,15.36,279.2328,3670.936464
15.36_365.2365m/z,15.36,365.2365,47110.66298
15.36_437.3635m/z,15.36,437.3635,1847.726519
15.36_121.0282m/z,15.36,121.0282,1215.259669
15.36_327.2905m/z,15.36,327.2905,19281.80939
15.36_449.3124m/z,15.36,449.3124,68237.73481
15.36_517.3895m/z,15.36,517.3895,21049.55249
15.36_120.0190m/z,15.36,120.019,60.5441989
15.36_423.3481m/z,15.36,423.3481,1763.207182
15.36_750.5422m/z,15.36,750.5422,9012.168508
15.37_227.2011m/z,15.37,227.2011,7070.494475
15.37_355.2856m/z,15.37,355.2856,2831.696133
15.37_447.3479m/z,15.37,447.3479,44829.29006
15.37_742.5378m/z,15.37,742.5378,8894.312155
15.37_83.0235m/z,15.37,83.0235,9888.781768
15.37_89.0130m/z,15.37,89.013,47.02486188
15.37_92.0239m/z,15.37,92.0239,630.179558
15.37_93.0079m/z,15.37,93.0079,25.82320442
15.37_106.0368m/z,15.37,106.0368,28.5359116
15.37_107.0237m/z,15.37,107.0237,2926.472376
15.37_463.3281m/z,15.37,463.3281,83872.28177
15.37_762.5081m/z,15.37,762.5081,26897.18508
15.38_91.0285m/z,15.38,91.0285,292.5138122
15.38_121.0395m/z,15.38,121.0395,32.03867403
15.38_121.0506m/z,15.38,121.0506,3518.256906
15.38_124.0504m/z,15.38,124.0504,236.3812155
15.38_133.0587m/z,15.38,133.0587,124.9834254
15.38_134.0347m/z,15.38,134.0347,258.4861878
15.38_144.0554m/z,15.38,144.0554,338.8701657
15.38_147.0664m/z,15.38,147.0664,778.8839779
15.38_148.0504m/z,15.38,148.0504,250.2734807
15.38_159.0664m/z,15.38,159.0664,4729.055249
15.38_161.0822m/z,15.38,161.0822,102.4585635
15.38_173.0822m/z,15.38,173.0822,463.1850829
15.38_183.0665m/z,15.38,183.0665,2073.925414
15.38_186.0775m/z,15.38,186.0775,1529.428177
15.38_198.0777m/z,15.38,198.0777,671.2762431
15.38_210.0779m/z,15.38,210.0779,263.1104972
15.38_225.0889m/z,15.38,225.0889,453.1104972
15.38_237.0891m/z,15.38,237.0891,519.640884
15.38_241.2169m/z,15.38,241.2169,1043.651934
15.38_252.1004m/z,15.38,252.1004,181.9447514
15.38_465.3583m/z,15.38,465.3583,13126.11878
15.38_545.4209m/z,15.38,545.4209,5146.248619
15.38_844.5631m/z,15.38,844.5631,131.2265193
15.38_149.9932m/z,15.38,149.9932,3194.665746
15.38_168.9882m/z,15.38,168.9882,4262.096685
15.38_200.0934m/z,15.38,200.0934,150.6353591
15.38_505.3748m/z,15.38,505.3748,46322.76519
15.38_776.5447m/z,15.38,776.5447,2006.281768
15.39_299.2590m/z,15.39,299.259,3501.187845
15.39_115.0023m/z,15.39,115.0023,441.3314917
15.40_165.0182m/z,15.4,165.0182,5493.334254
15.40_491.3735m/z,15.4,491.3735,9719.803867
15.40_493.3898m/z,15.4,493.3898,162021.0083
15.40_722.5131m/z,15.4,722.5131,33058.46685
15.40_170.0461m/z,15.4,170.0461,91.7679558
15.40_182.0460m/z,15.4,182.046,164.7624309
15.41_114.0084m/z,15.41,114.0084,34.38674033
15.41_251.1320m/z,15.41,251.132,2081.138122
15.41_439.2841m/z,15.41,439.2841,33009.07459
15.41_253.1344m/z,15.41,253.1344,480.5
15.41_519.4053m/z,15.41,519.4053,34424.3895
15.42_136.0503m/z,15.42,136.0503,215.4005525
15.42_146.0710m/z,15.42,146.071,123.2707182
15.42_196.0619m/z,15.42,196.0619,162.660221
15.42_483.2996m/z,15.42,483.2996,149694.2901
15.42_529.3666m/z,15.42,529.3666,2768.361878
15.42_539.4314m/z,15.42,539.4314,118782.1906
15.42_571.4364m/z,15.42,571.4364,20691.74033
15.42_575.4083m/z,15.42,575.4083,2505.654696
15.42_575.4679m/z,15.42,575.4679,51791.34254
15.42_156.0554m/z,15.42,156.0554,85.47237569
15.42_161.0820m/z,15.42,161.082,85.4558011
15.42_182.0461m/z,15.42,182.0461,83.90607735
15.42_195.8101m/z,15.42,195.8101,1122.638122
15.42_252.1000m/z,15.42,252.1,136.4917127
15.42_333.2799m/z,15.42,333.2799,7561.433702
15.42_341.1961m/z,15.42,341.1961,245.2292818
15.42_353.2004m/z,15.42,353.2004,18016.14088
15.42_89.0129m/z,15.42,89.0129,66.38950276
15.42_120.0190m/z,15.42,120.019,58.71270718
15.42_208.0613m/z,15.42,208.0613,1631.40884
15.42_473.3634m/z,15.42,473.3634,20118.5663
15.42_501.3951m/z,15.42,501.3951,36811.60497
15.42_521.4212m/z,15.42,521.4212,6368.621547
15.42_571.3516m/z,15.42,571.3516,6081.20442
15.42_581.2400m/z,15.42,581.24,3552.049724
15.42_591.4626m/z,15.42,591.4626,61832.28453
15.42_642.2202m/z,15.42,642.2202,27172.45304
15.42_795.5928m/z,15.42,795.5928,32679.0442
15.43_255.1137m/z,15.43,255.1137,2625.093923
15.43_283.1087m/z,15.43,283.1087,29099.72928
15.43_583.2557m/z,15.43,583.2557,96218.76796
15.43_615.2011m/z,15.43,615.2011,100897.453
15.43_753.5478m/z,15.43,753.5478,19039.16851
15.43_124.0503m/z,15.43,124.0503,290.5939227
15.43_158.0460m/z,15.43,158.046,231.0469613
15.43_499.3792m/z,15.43,499.3792,13596.91436
15.43_563.4313m/z,15.43,563.4313,23738.3674
15.44_461.3635m/z,15.44,461.3635,5636.19337
15.44_153.8674m/z,15.44,153.8674,2008.850829
15.44_155.0350m/z,15.44,155.035,194.6740331
15.44_196.0619m/z,15.44,196.0619,316.7707182
15.44_393.2807m/z,15.44,393.2807,196098.0939
15.44_403.3064m/z,15.44,403.3064,22268.94751
15.44_417.3222m/z,15.44,417.3222,23951.82873
15.45_103.0161m/z,15.45,103.0161,10.36187845
15.45_116.0241m/z,15.45,116.0241,4460.464088
15.45_122.0347m/z,15.45,122.0347,209.878453
15.45_133.0587m/z,15.45,133.0587,109.7983425
15.45_134.0347m/z,15.45,134.0347,500.3535912
15.45_173.0820m/z,15.45,173.082,306.9723757
15.45_198.0776m/z,15.45,198.0776,935.5524862
15.45_200.0932m/z,15.45,200.0932,386.8453039
15.45_210.0777m/z,15.45,210.0777,362.339779
15.45_213.0885m/z,15.45,213.0885,7293.671271
15.45_225.0887m/z,15.45,225.0887,658.1022099
15.45_252.1000m/z,15.45,252.1,192.4060773
15.45_527.3257m/z,15.45,527.3257,65505.95304
15.45_155.8644m/z,15.45,155.8644,383.4640884
15.45_253.1343m/z,15.45,253.1343,349.8646409
15.45_351.2516m/z,15.45,351.2516,5823.052486
15.45_567.4627m/z,15.45,567.4627,26623.01381
15.45_627.5564m/z,15.45,627.5564,7705.19337
15.46_251.1320m/z,15.46,251.132,2813.5
15.46_327.2073m/z,15.46,327.2073,961.2624309
15.46_337.2362m/z,15.46,337.2362,7548.842541
15.46_93.0079m/z,15.46,93.0079,21.09116022
15.46_106.0367m/z,15.46,106.0367,33.08563536
15.46_120.0190m/z,15.46,120.019,50.08563536
15.46_145.0507m/z,15.46,145.0507,17728.61878
15.46_148.0503m/z,15.46,148.0503,619.1353591
15.46_158.0460m/z,15.46,158.046,173.6878453
15.46_161.0820m/z,15.46,161.082,72.32044199
15.46_163.0613m/z,15.46,163.0613,431.6049724
15.46_182.0462m/z,15.46,182.0462,122.0966851
15.46_427.3696m/z,15.46,427.3696,5842.577348
15.46_603.5185m/z,15.46,603.5185,2799.922652
15.46_149.9934m/z,15.46,149.9934,709.8950276
15.46_413.3633m/z,15.46,413.3633,3545.367403
15.46_425.3637m/z,15.46,425.3637,217477.9945
15.46_449.3408m/z,15.46,449.3408,921.7513812
15.46_461.3403m/z,15.46,461.3403,3317.209945
15.46_497.3257m/z,15.46,497.3257,3758.069061
15.47_114.0084m/z,15.47,114.0084,32.75966851
15.47_593.4782m/z,15.47,593.4782,638297.2293
15.49_144.0555m/z,15.49,144.0555,586.6629834
15.49_173.0820m/z,15.49,173.082,238.4861878
15.49_91.0205m/z,15.49,91.0205,568.2016575
15.49_149.0083m/z,15.49,149.0083,2881.077348
15.49_165.0397m/z,15.49,165.0397,6168.964088
15.49_223.0278m/z,15.49,223.0278,6370.922652
15.49_237.0890m/z,15.49,237.089,230.2845304
15.49_239.0593m/z,15.49,239.0593,3424.767956
15.49_297.0470m/z,15.49,297.047,5634.129834
15.49_313.0785m/z,15.49,313.0785,21734.57459
15.49_645.1300m/z,15.49,645.13,306951.8895
15.49_655.1588m/z,15.49,655.1588,18173.48619
15.49_672.1491m/z,15.49,672.1491,2249.157459
15.49_694.1699m/z,15.49,694.1699,3713.643646
15.50_699.1857m/z,15.5,699.1857,3113.430939
15.50_146.0712m/z,15.5,146.0712,76.83977901
15.50_225.0888m/z,15.5,225.0888,840.9889503
15.50_475.3791m/z,15.5,475.3791,63143.6105
15.50_517.3894m/z,15.5,517.3894,21265.36188
15.50_92.0239m/z,15.5,92.0239,680.6906077
15.50_114.0085m/z,15.5,114.0085,41.69889503
15.50_120.0190m/z,15.5,120.019,100.3563536
15.50_122.0347m/z,15.5,122.0347,193.0414365
15.50_124.0504m/z,15.5,124.0504,124.6381215
15.50_134.0347m/z,15.5,134.0347,607.7430939
15.50_148.0504m/z,15.5,148.0504,318.8646409
15.50_333.2633m/z,15.5,333.2633,2032.530387
15.50_447.3478m/z,15.5,447.3478,23042.42265
15.51_93.0079m/z,15.51,93.0079,22.48618785
15.51_141.0193m/z,15.51,141.0193,274.8563536
15.51_144.0303m/z,15.51,144.0303,8.049723757
15.51_168.0303m/z,15.51,168.0303,430.3342541
15.51_170.0460m/z,15.51,170.046,110.4530387
15.51_182.0461m/z,15.51,182.0461,93.66850829
15.51_173.0820m/z,15.51,173.082,745.480663
15.51_200.0932m/z,15.51,200.0932,107.4143646
15.52_115.0024m/z,15.52,115.0024,380.0690608
15.52_118.0397m/z,15.52,118.0397,5372.950276
15.52_121.0506m/z,15.52,121.0506,3145.560773
15.52_134.0540m/z,15.52,134.054,303.9033149
15.52_341.1975m/z,15.52,341.1975,181.5828729
15.52_571.3518m/z,15.52,571.3518,18753.14917
15.52_128.0340m/z,15.52,128.034,1860.39779
15.52_567.4627m/z,15.52,567.4627,29041.74309
15.53_841.5756m/z,15.53,841.5756,6368.323204
15.53_106.0368m/z,15.53,106.0368,22.32320442
15.53_124.0503m/z,15.53,124.0503,182.179558
